union,company,address,election_date,outcome,elig_voter,fst_votes,votes_no,challenged,latitude,longitude
LOCAL,"DELTA SONICS, INC.","15341 TEXACO AVE, PARAMOUNT, CA 907233946",8/16/91,Lost,32,0,31,0,33.8934576,-118.1724704
IBT,"WORLD VARIETY PRODUCE, INC.","5325 S SOTO ST, LOS ANGELES, CA 900583624",8/23/91,Won,52,34,13,0,33.9943695,-118.2199754
IBT,NATIONAL SANITARY SUPPLY CO.,"13101 S MAIN ST, LOS ANGELES, CA 900611607",8/23/91,Lost,17,1,12,0,33.9130165,-118.2743145
PAT,SHEPPARD DECORATING CO.,"6858 E ACCO ST, LOS ANGELES, CA 900401902",8/27/91,Won,29,13,11,1,34.0002566,-118.1290005
IBT,UNIVERSITY SOUTHERN CALIFORNIA,"3667 MCCLINTOCK AVE, LOS ANGELES, CA 900074011",9/5/91,Won,14,10,4,0,34.0208561,-118.2899733
UFCW,"M. Y. LEG SALES, INC.","3386 E VERNON AVE, LOS ANGELES, CA 900581818",9/6/91,Won,46,40,2,4,34.0039242,-118.2392
IBT,"MERCURY DIE & CONTAINER-SUNCLIPSE, INC.","3201 W MISSION RD, ALHAMBRA, CA 918031113",9/12/91,Won,170,135,28,0,34.0789154,-118.1594296
IBT,"KANER CO., INC.","1850 E 15TH ST, LOS ANGELES, CA 900212820",9/17/91,Lost,29,7,18,0,34.0225645,-118.2377913
CWA,"NATIONAL RESEARCH GROUP, INC.","7046 HOLLYWOOD BLVD, LOS ANGELES, CA 900286008",9/20/91,Won,494,114,61,21,34.1013808,-118.3431801
SEIU,VIRGIL SANITARIUM CONVALESCENT HOSP.,"975 N VIRGIL AVE, LOS ANGELES, CA 900292992",9/20/91,Won,90,42,34,2,34.0893215,-118.2874233
SEIU,GRAND PARK CONVALESCENT HOSPITAL,"2312 W 8TH ST, LOS ANGELES, CA 900573955",9/20/91,Won,109,49,42,9,34.0558357,-118.2806625
IBT,H. P. DISPOSAL,"5858 HOLMES AVE, LOS ANGELES, CA 900011459",9/27/91,Won,15,9,6,0,33.9875663,-118.2409102
IBT,LIQUID AIR CORP.,"2445 E SOUTH ST, LONG BEACH, CA 908054425",10/3/91,Lost,43,18,22,0,33.8604845,-118.1627957
IBT,"KOP - COAT, INC.","5431 DISTRICT BLVD, LOS ANGELES, CA 900402816",10/4/91,Won,15,12,0,0,33.9914743,-118.1787775
IBT,SINCLAIR PAINT CO. / INSILCO CORP.,"6100 GARFIELD AVE, LOS ANGELES, CA 900403685",10/4/91,Won,98,47,1,0,33.978484,-118.142337
UFCW,LOS ANGELES MEAT CO.,"4060 GAGE AVE, BELL, CA 902011127",10/7/91,Lost,9,4,4,0,33.9785139,-118.1944984
BSOIW,SOUTHLAND IRON WORKS,"331 W 168TH ST, GARDENA, CA 902482732",10/9/91,Won,23,12,8,2,33.880042,-118.2792476
IBT,SUN CHEMICAL CORP.,"590 S SANTA FE AVE, LOS ANGELES, CA 900132233",10/10/91,Won,7,6,0,0,34.0391859,-118.2302763
PAT,"SURFACE PROTECTION INDUSTRIES, INC.","3411 E 15TH ST, LOS ANGELES, CA 900233822",10/10/91,Won,48,27,15,0,34.0159671,-118.2063566
LOCAL,DOUGLAS AIRCRAFT CO.,"3855 N LAKEWOOD BLVD, LONG BEACH, CA 908460003",10/18/91,Won,243,82,56,10,33.82705,-118.14446
IBT,"WESTLAKE TRUCK LEASING, INC.","29431 AGOURA RD, AGOURA HILLS, CA 913012503",10/25/91,Won,34,24,7,1,34.145432,-118.766865
UBC,"ANAWALT LUMBER CO, INC.","11060 W PICO BLVD, LOS ANGELES, CA 900641995",10/30/91,Lost,12,4,8,0,34.036758,-118.434098
IBT,SPECTRA-TONE PAINT CORP.,"9635 KLINGERMAN ST, SOUTH EL MONTE, CA 917331726",11/4/91,Won,37,21,1,1,34.0559009,-118.058173
IBT,"BRIDGESTONE FIRESTONE, INC.","7100 TOPANGA CANYON BLVD, CANOGA PARK, CA 913031962",11/8/91,Lost,26,8,15,0,34.1994683,-118.6055421
LDC,"LOS ANGELES DYE & DENIM FINISH, INC.","2130 LAURA AVE, HUNTINGTON PARK, CA 902552721",11/15/91,Lost,68,3,60,1,33.9878855,-118.2330176
BSOIW,"A-PLUS STEEL FABRICATORS, INC.","15351 TEXACO AVE, PARAMOUNT, CA 907233946",11/15/91,Lost,14,7,7,0,33.8931821,-118.1722876
NPW,SOUTHERN CALIFORNIA CHIROPRATIC COLLEGE,"8420 BEVERLY RD, PICO RIVERA, CA 906602281",11/22/91,Won,2,2,0,0,34.0110353,-118.0904631
CWA,AMERICAN AUTO SERVICE,"11247 BURBANK BLVD, NORTH HOLLYWOOD, CA 916012466",11/22/91,Won,107,59,39,3,34.1725771,-118.3761207
IBT,DUNN-EDWARDS CORP.,"4885 E 52ND PL, LOS ANGELES, CA 900402884",12/6/91,Won,108,95,3,0,33.9878647,-118.1765069
BCTW,"POS BAKERY, INC.","1527 BEACH ST, MONTEBELLO, CA 906405431",12/6/91,Won,24,12,9,2,34.0013534,-118.1227473
IBT,"TRANS-CAB, INC.","5040 FIRESTONE AVE, SOUTH GATE, CA 90280",12/10/91,Won,21,11,9,1,33.950519,-118.1776349
SEIU,ELMCREST CONVALESCENT HOSPITAL,"3111 SANTA ANITA AVE, EL MONTE, CA 917331391",12/11/91,Lost,43,6,18,2,34.0643873,-118.0428329
BSOIW,"R & D STEEL, INC.","1200 S SANTA FE AVE, LOS ANGELES, CA 900211745",12/12/91,Won,10,8,2,0,34.0292122,-118.2297827
PAT,WALTCO ENGINEERING CO.,"401 W REDONDO BEACH BLVD, GARDENA, CA 902482195",12/12/91,Lost,135,18,105,1,33.8930053,-118.2813306
HERE,"GAREY CENTER BOWL/ACTIVE WEST, INC.","3285 N GAREY AVE, POMONA, CA 917671307",12/12/91,Lost,4,0,3,0,34.1064464,-117.7492488
HERE,ACTIVE WEST / BOWLADROME,"21915 S WESTERN AVE, TORRANCE, CA 905013830",12/20/91,Won,8,5,2,0,33.828509,-118.309796
IBT,"G & K SERVICES, INC.","14700 SPRING AVE, SANTA FE SPRINGS, CA 906705108",12/20/91,Lost,8,1,7,0,33.898029,-118.0396042
GCIU,"PARA PLATE & PLASTIC CO., INC.","15910 SHOEMAKER AVE, CERRITOS, CA 907032200",12/20/91,Lost,40,15,16,0,33.8869733,-118.0547689
UFCW,CLARK DRUGS,"12901 W JEFFERSON BLVD, LOS ANGELES, CA 900667048",1/3/92,Won,40,22,17,0,33.9764117,-118.4218781
IUOE,HEITMAN PROPERTIES LTD.,"300 N LAKE AVE, PASADENA, CA 911014109",1/14/92,Won,2,2,0,0,34.151133,-118.1317891
IBT,SELIG CHEMICAL INDUSTRIES,"2840 S ALAMEDA ST, LOS ANGELES, CA 900581380",1/21/92,Won,2,2,0,0,34.0113402,-118.2395887
LOCAL,"ARMORED TRANSPORT, INC.","409 S WHITE AVE, POMONA, CA 917661454",1/24/92,Won,36,17,7,0,34.0557066,-117.7588033
IATSE,CENTER THEATRE GROUP,"601 W TEMPLE ST, LOS ANGELES, CA 900122621",1/28/92,Won,3,2,0,0,34.0585622,-118.246495
IATSE,CENTER THEATRE GROUP,"601 W TEMPLE ST, LOS ANGELES, CA 900122621",1/28/92,Won,3,2,0,0,34.0585622,-118.246495
IBT,"NISHIMOTO TRADING CO., LTD.","2747 S MALT AVE, LOS ANGELES, CA 900403246",2/5/92,Won,32,13,11,1,33.9911949,-118.1391127
IBT,"MEXICAN CANDY COMPANY, INC.","14330 MARQUARDT AVE, SANTA FE SPRINGS, CA 906705117",2/5/92,Won,33,17,7,9,33.9017366,-118.0375458
IUE,HUFCOR AIRWALL,"8140 ROSECRANS AVE, PARAMOUNT, CA 907232754",2/21/92,Lost,28,1,25,0,33.9033873,-118.1565817
IBT,LOS ANGELES TIMES,"130 S BROADWAY, LOS ANGELES, CA 900123114",2/24/92,Lost,350,65,218,4,34.0527397,-118.246152
IBT,"DAWES TRANSPORT, INC.","12500 SLAUSON AVE, SANTA FE SPRINGS, CA 906702658",2/28/92,Lost,17,3,13,1,33.9600735,-118.0534494
IBT,"RANDALL FOODS, INC.","2905 E 50TH ST, LOS ANGELES, CA 900582919",3/5/92,Won,129,66,50,6,33.9992119,-118.2171175
LOCAL,"ED COMM, INC.","7335 TOPANGA CANYON BLVD, CANOGA PARK, CA 913031255",3/10/92,Won,8,7,0,0,34.2039726,-118.6062965
IBT,"DANIELS TIRE SERVICE, INC.","11850 SLAUSON AVE, SANTA FE SPRINGS, CA 906702228",3/11/92,Lost,32,7,23,0,33.9638091,-118.0620102
IBT,"PEARCES'S GARAGE, INC.","915 E 4TH ST, LOS ANGELES, CA 900131803",3/13/92,Lost,27,1,25,0,34.0438858,-118.2358623
IBT,WATANABE K. CORP.,"11550 WRIGHT RD, LYNWOOD, CA 902623944",3/13/92,Won,31,20,6,3,33.9176506,-118.1818937
LGPN,"ALGER LIGHTING CO., INC.","4111 SAN FERNANDO RD, GLENDALE, CA 912042517",3/13/92,Won,24,20,4,0,34.1292477,-118.2604739
LOCAL,NO BULL LIVESTOCK TRANSPORTATION CO.,"2833 LEONIS BLVD, LOS ANGELES, CA 900583026",3/16/92,Lost,4,0,1,1,34.000307,-118.2183512
UAW,"SUPERIOR INDUSTRIES INTERNATIONAL, INC.","7800 WOODLEY AVE, VAN NUYS, CA 914061788",3/19/92,Lost,600,163,362,16,34.2112746,-118.4816518
IBT,"HALLELUJAH VENDING CO., INC.","3978 CHERRY AVE, LONG BEACH, CA 908073727",3/20/92,Lost,4,1,3,0,33.8309375,-118.1675258
UFCW,FOOD 4 LESS,"2440 S BROADWAY, SANTA MARIA, CA 934547818",3/23/92,Lost,118,59,59,0,34.91533,-120.43452
IATSE,TITLE HOUSE,"738 N CAHUENGA BLVD, LOS ANGELES, CA 900383788",3/27/92,Won,15,10,3,0,34.0845312,-118.3283418
IBT,"KOLPAK, INC.","6401 FLOTILLA ST, LOS ANGELES, CA 900401711",4/3/92,Won,42,23,16,3,34.0073747,-118.1364977
IATSE,STU SEGALL PRODUCTIONS,"4926 VINELAND AVE, NORTH HOLLYWOOD, CA 916013847",4/9/92,Lost,3,1,2,0,34.160287,-118.3700653
BSOIW,"HIMCO NATIONAL, INC.","3316 S MAIN ST, LOS ANGELES, CA 900074126",4/16/92,Won,37,25,7,5,34.0190021,-118.2721716
ICWU,"DENTSPLY INTERNATIONAL, INC.","2337 YATES AVE, LOS ANGELES, CA 900401915",4/16/92,Lost,4,1,2,0,33.9972739,-118.1334348
SEIU,LOS ANGELES CENTER FOR LIVING,"8235 SANTA MONICA BLVD #2N, WEST HOLLYWOOD, CA 900465914",4/16/92,Lost,16,6,10,0,34.0910577,-118.3687025
IBT,"SFI, CORP.","4700 S BOYLE AVE, LOS ANGELES, CA 900583021",4/16/92,Lost,38,11,24,0,34.0011076,-118.2126042
IBT,"CAL-STYLE FURNITURE MFG., CO.","3015 E ANA ST, COMPTON, CA 902215681",4/16/92,Lost,395,158,203,0,33.861566,-118.2093496
OCAW,"BRAND PRECISION SERVICES, INC.","15707 S MAIN ST, GARDENA, CA 902482506",4/24/92,Lost,98,11,65,4,33.8890914,-118.2765528
IBT,ALL STAR COMPANY,"4150 PUENTE AVE, BALDWIN PARK, CA 917063497",4/24/92,Won,99,52,39,2,34.0886321,-117.9489268
IBT,"SMART & FINAL, INC.","4700 S BOYLE AVE, LOS ANGELES, CA 900583021",5/6/92,Lost,85,28,51,1,34.0011076,-118.2126042
IBT,LEASEWAY PERSONNEL CORP.,"6375 N PARAMOUNT BLVD, LONG BEACH, CA 908053301",5/7/92,Lost,19,5,9,0,33.8707156,-118.1603127
HERE,"MARRIOTT MANAGEMENT SERVICES, INC.","393 W WALNUT ST, PASADENA, CA 911033501",5/14/92,Lost,15,1,13,1,34.1501384,-118.1579197
SEIU,WESTSIDE HOSPITAL,"910 S FAIRFAX AVE, LOS ANGELES, CA 900364499",5/22/92,Lost,87,25,41,8,34.0595203,-118.3628995
IUOE,LOEWS BEACH HOTEL,"1700 OCEAN AVE, SANTA MONICA, CA 904013233",5/22/92,Won,18,10,8,0,34.009243,-118.4929162
ILGWU,SOMMA MATTRESS CO.,"3760 UNION PACIFIC AVE, LOS ANGELES, CA 900233229",5/29/92,Lost,75,14,56,0,34.0164471,-118.194207
IATSE,WARNER BROTHERS DISTRIBUTING CORP.,"15821 VENTURA BLVD STE 685, ENCINO, CA 914364796",6/3/92,Lost,2,0,2,0,34.155783,-118.4772653
SEIU,NESTLE U.S.A.,"800 N BRAND BLVD, GLENDALE, CA 912033213",6/5/92,Lost,8,0,8,0,34.1581029,-118.2544439
AFT,AZTECA STATE PRE-SCHOOL HEAD START,"5139 POMONA BLVD, LOS ANGELES, CA 900221711",6/17/92,Won,76,37,25,8,34.033768,-118.1547821
IBT,"CENTURY PARKING, INC.","900 WILSHIRE BLVD, LOS ANGELES, CA 900174701",6/19/92,Won,7,7,0,0,34.0501103,-118.2604246
CWA,"SILMAR, BP CHEMICALS, INC.","PO BOX 5006, HAWTHORNE, CA 902515006",6/24/92,Won,23,20,3,0,33.9164032,-118.3525748
IBT,BELLWOOD LINEN SUPPLY COMPANY,"6605 SOMERSET BLVD, PARAMOUNT, CA 907233704",6/25/92,Lost,4,1,3,0,33.8963273,-118.1813377
IBT,"MARIOTT INDUSTRIES, INC.","2501 E 28TH ST, LOS ANGELES, CA 900581429",6/26/92,Lost,17,1,16,0,34.0120302,-118.2270095
IBT,"SMART & FINAL, INC.","4700 S BOYLE AVE, LOS ANGELES, CA 900583021",7/9/92,Lost,216,46,157,0,34.0011076,-118.2126042
LDC,"EL SANTO NINO, INC.","15107 S MAIN ST, GARDENA, CA 902481923",7/10/92,Lost,53,0,46,0,33.8944233,-118.2768724
NUHHC,SANTA MONICA MEDICAL CENTER,"1250 16TH ST, SANTA MONICA, CA 904041200",7/10/92,Won,352,166,127,3,34.0272804,-118.4861171
ILWU,AVERY RESTAURANT SUPPLY,"905 E 2ND ST, LOS ANGELES, CA 900124319",7/16/92,Won,14,9,4,1,34.0477418,-118.2349822
SMW,"HYCO METALS AND SUPPLY, INC.","2623 RIVER AVE, ROSEMEAD, CA 917703301",7/17/92,Won,16,12,3,1,34.0598728,-118.0735389
UBC,"M.B. CONTRACTORS, INC.","2250 LINDSAY WAY, GLENDORA, CA 917405398",7/27/92,Won,719,81,8,0,34.1185093,-117.82051
UFCW,TROJAN MEAT CO.,"420 E BEACH AVE, INGLEWOOD, CA 903023104",7/28/92,Lost,7,0,5,1,33.9701654,-118.3485233
HERE,PACIFICA HOTEL,"6161 W CENTINELA AVE, CULVER CITY, CA 902306306",7/29/92,Lost,134,53,60,7,33.9826814,-118.3964934
IBT,DOUGLAS AIRCRAFT COMPANY,"3855 N LAKEWOOD BLVD, LONG BEACH, CA 908460003",7/31/92,Won,57,37,15,1,33.82705,-118.14446
LIUNA,TUTOR-SALIBA/PERINI,"670 S PARK VIEW ST, LOS ANGELES, CA 900573351",8/6/92,Won,3,3,0,0,34.0589988,-118.2799638
LIUNA,"ED GRUSH GENERAL CONTRACTOR, INC.","3236 E WILLOW ST, SIGNAL HILL, CA 908062385",8/12/92,Lost,3,0,1,0,33.8038606,-118.1540965
OPEIU,"UNIVERSAL FILM EXCHANGES, INC.","8901 BEVERLY BLVD, WEST HOLLYWOOD, CA 900482426",8/18/92,Won,19,13,5,0,34.0774409,-118.3862193
CWA,OFFICE & PROFESSIONAL EMPLOYEES INT'L,"3407 W 6TH ST STE 701, LOS ANGELES, CA 900202537",8/19/92,Won,6,5,0,0,34.063935,-118.295725
TCU,IN-TERMINAL SERVICES (I.T.S.),"4341 E WASHINGTON BLVD, LOS ANGELES, CA 900234409",8/19/92,Lost,65,10,45,0,34.0103034,-118.1872024
ILWU,PETROLANE INCORPORATED,"2110 N GAFFEY ST, SAN PEDRO, CA 907311251",8/20/92,Won,8,8,0,0,33.765313,-118.291787
UFCW,EREWHON NATURAL FOODS,"7660 BEVERLY BLVD, LOS ANGELES, CA 900362734",8/21/92,Lost,57,16,33,3,34.0755684,-118.3569684
USW,"PUTZMEISTER, INC.","18601 S MAIN ST, GARDENA, CA 902484613",8/25/92,Lost,21,9,11,0,33.8610781,-118.2759034
SMW,BEACH AIR CONDITIONING & HEATING,"6131 NORBROOK DR, HUNTINGTON PARK, CA 926481070",8/28/92,Lost,2,0,2,0,33.6978176,-118.0212887
OPEIU,PARAMOUNT PICTURES CORPORATION,"5555 MELROSE AVE, LOS ANGELES, CA 900383197",9/1/92,Lost,23,7,15,0,34.08587,-118.31916
BCTW,"VIE DE FRANCE BAKERY/YAMAZAKI, INC.","3046 E 50TH ST, LOS ANGELES, CA 900582918",9/10/92,Lost,56,23,29,0,33.9977655,-118.2145587
IBT,SOUTHERN CALIFORNIA CHEMICAL CO.,"8851 DICE RD, SANTA FE SPRINGS, CA 906702541",9/11/92,Lost,7,3,4,0,33.959526,-118.0661452
UAW,WALSH SUPERIOR SERVICE,"3212 E SLAUSON AVE, LOS ANGELES, CA 900583919",9/14/92,Won,79,49,19,0,33.9883943,-118.2101725
TWIU,"JESSE LORD, INC.","21100 S WESTERN AVE, TORRANCE, CA 905011705",9/17/92,Lost,205,59,135,4,33.8397361,-118.3087515
AFGLA,GOLDEN WEST K-9,"12502 VAN NUYS BLVD # 215, PACOIMA, CA 913311341",9/17/92,Lost,38,9,17,2,34.277851,-118.4048677
IBEW,AMTECH LIGHTING SERVICES,"9637 REMER ST, SOUTH EL MONTE, CA 917333078",9/17/92,Lost,86,21,62,1,34.048392,-118.0587218
IBT,GARCIA ECONOMY TRUCK SERVICE,"407 STANFORD AVE, LOS ANGELES, CA 900132120",9/18/92,Won,27,21,4,0,34.0438249,-118.2402281
IBT,"HILL'S PET PRODUCTS, INC.","6041 S MALT AVE, LOS ANGELES, CA 900403505",9/25/92,Lost,70,10,54,1,33.9801724,-118.1471947
IBT,TRADE-MARK SALES COMPANY,"2901 E VAL VERDE CT, COMPTON, CA 902215701",9/25/92,Lost,60,9,33,12,33.8521805,-118.2099893
LOCAL,MCDONNELL DOUGLAS CORPORATION,"5301 BOLSA AVE, HUNTINGTON PARK, CA 926472048",9/25/92,Won,31,17,11,1,33.7464288,-118.036276
SMW,HANNSEM CALIFORNIA,"6800 E ACCO ST, LOS ANGELES, CA 900401902",10/1/92,Won,8,5,2,0,34.0008299,-118.1302989
HERE,RADISSON HOTEL,"6300 TELEGRAPH RD, LOS ANGELES, CA 900402514",10/1/92,Won,106,65,36,4,33.9946515,-118.1432771
UFCW,VALLEY MANOR GUEST HOME,"6130 VINELAND AVE, NORTH HOLLYWOOD, CA 916064993",10/1/92,Won,66,35,23,5,34.1822365,-118.3701621
IBEW,"ELECTECH, INC.","3029 E SOUTH ST, LONG BEACH, CA 908053757",10/2/92,Lost,11,4,6,0,33.8606702,-118.1558334
HERE,"MARRIOTT MANAGEMENT SERVICES, INC.","321 S BIXEL ST, LOS ANGELES, CA 900171417",10/8/92,Lost,13,6,7,0,34.0573705,-118.2599143
SEIU,HALLMARK NURSING CENTER,"3565 E IMPERIAL HWY, LYNWOOD, CA 902622654",10/14/92,Lost,50,13,16,0,33.9308867,-118.2063338
UBC,CORNELL CORPORATION,"PO BOX 9005, SOUTH EL MONTE, CA 917330259",10/15/92,Won,17,8,0,3,34.0519548,-118.0467339
IBT,WRAGTIME TRANSPORTATION,"2059 BELGRAVE AVE, HUNTINGTON PARK, CA 902552732",10/21/92,Lost,20,3,11,3,33.9873614,-118.2344796
SEIU,SUNNYSIDE NURSING CENTER,"22617 S VERMONT AVE, TORRANCE, CA 905022595",10/22/92,Lost,173,22,82,2,33.8204836,-118.2905134
CWA,ALLIED BENDIX FIELD ENGINEERING CO.,"4800 OAK GROVE DR, PASADENA, CA 911098001",10/22/92,Lost,33,14,19,0,34.2008887,-118.1743101
IBT,"L.A.F.D., INC.","2059 BELGRAVE AVE, HUNTINGTON PARK, CA 902552732",10/28/92,Lost,61,3,53,2,33.9873614,-118.2344796
IBT,UNIVERSITY SOUTHERN CALIFORNIA,"3667 MCCLINTOCK AVE, LOS ANGELES, CA 900074011",10/29/92,Lost,182,50,118,0,34.0208561,-118.2899733
USW,SOUTH PACIFIC STEEL & METAL CORP.,"9835 SANTA FE SPRINGS RD, SANTA FE SPRINGS, CA 906702945",10/30/92,Lost,4,0,4,0,33.9493626,-118.0611457
IBT,"GUERRERO MEXICAN FOOD PRODUCTS, INC.","875 FAIRWAY DR, WALNUT, CA 917892809",10/30/92,Won,141,93,31,6,34.0001554,-117.8724479
IBT,"ROYAL VEDNING SERVICES, INC.","11930 HAMDEN PL, SANTA FE SPRINGS, CA 906703216",11/12/92,Lost,16,6,8,2,33.948585,-118.077485
IBT,"CHECKS IN THE MAIL, INC.","5314 IRWINDALE AVE, BALDWIN PARK, CA 917062089",11/12/92,Lost,154,17,122,5,34.1096666,-117.9326806
IAM,"AUTO PART RECYCLERS, INC.","3016 N ALAMEDA ST, COMPTON, CA 902221402",11/18/92,Lost,5,0,5,0,33.9191402,-118.22309
IAM,"B-J USED AUTO PARTS, INC.","7000 FIRESTONE BLVD, DOWNEY, CA 902414103",11/18/92,Lost,23,4,19,0,33.9479312,-118.1587358
IBEW,"STEINY AND COMPANY, INC.","12907 GARVEY AVE, BALDWIN PARK, CA 917064531",11/18/92,Won,41,27,1,0,34.0663658,-117.9945457
IBEW,"STEINY AND COMPANY, INC.","12907 GARVEY AVE, BALDWIN PARK, CA 917064531",11/18/92,Won,170,50,0,14,34.0663658,-117.9945457
ICWU,"PELICAN PRODUCTS, INC.","2255 JEFFERSON ST, TORRANCE, CA 905013302",11/19/92,Lost,97,19,77,0,33.827951,-118.323294
IBT,PHILLIPS JUNIOR COLLEGE,"1 CIVIC PLAZA DR STE 110, CARSON, CA 907457961",11/19/92,Lost,18,3,11,4,33.8332307,-118.2591491
SMW,"BRYCE W. PARKER, INC.","11134 RUSH ST, SOUTH EL MONTE, CA 917333582",11/19/92,Lost,32,5,15,0,34.0487657,-118.0337689
LIUNA,"PSSI, INC.","8032 WESTMAN AVE, WHITTIER, CA 906063184",11/20/92,Lost,10,5,5,0,33.969717,-118.065943
PGOC,"ADT SCEURITY SYSTEMS WEST, INC.","500 SHATTO PL STE 300, LOS ANGELES, CA 900201707",12/1/92,Won,48,35,2,0,34.0648793,-118.2896613
LOCAL,A-PLUS BENEFITS,"541 S GLENDORA AVE STE C, GLENDORA, CA 917416209",12/1/92,Lost,1,0,1,0,34.1294173,-117.8642472
IUOE,SPECTACOR MANAGEMENT GROUP,"300 E OCEAN BLVD, LONG BEACH, CA 908024825",12/3/92,Won,9,8,0,0,33.7645166,-118.1908882
IBT,KENFIL'S SOFTWARE AND DISTRIBUTION,"16745 SATICOY ST, VAN NUYS, CA 914062710",12/3/92,Won,24,21,3,0,34.2092799,-118.4983208
LOCAL,"ROSE, KLEIN & MARIAS","801 S GRAND AVE, LOS ANGELES, CA 900174617",12/4/92,Won,84,47,0,0,34.0454752,-118.2586923
LDC,HOLLYWAY CLEANERS,"8359 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 900694398",12/4/92,Lost,60,19,32,6,34.0910556,-118.3719243
AFSCME,ST. FRANCIS MEDICAL CENTER,"3630 EST IMPERIAL HWY, LYNWOOD, CA 90262",12/10/92,Lost,238,89,131,3,33.930826,-118.203228
LOCAL,MCDONNELL DOUGLAS SPACE SYSTEMS CO.,"5301 BOLSA AVE, HUNTINGTON PARK, CA 926472048",12/11/92,Won,47,31,8,2,33.7464288,-118.036276
IBT,H.P. DISPOSAL CO.,"5858 HOLMES AVE, LOS ANGELES, CA 900011452",12/15/92,Lost,15,2,12,0,33.9876261,-118.2409505
AFSCME,CHARTER SUBURBAN HOSPITAL,"16453 COLORADO AVE, PARAMOUNT, CA 907235000",12/17/92,Lost,171,58,80,15,33.884218,-118.162304
IBT,UNIVERSITY SO. CALIF./AUXILIARY SERVICE,"3667 MCCLINTOCK AVE, LOS ANGELES, CA 900074011",12/18/92,Lost,15,2,12,0,34.0208561,-118.2899733
IUOE,URBAN ENGINEERING,"12121 WILSHIRE BLVD, LOS ANGELES, CA 900251123",12/18/92,Won,3,3,0,0,34.0439627,-118.4683757
LOCAL,"ATE MANAGEMENT & SERVICE CO., INC.","3650 ROCKWELL AVE, EL MONTE, CA 917312322",1/7/93,Won,16,13,1,2,34.0749005,-118.0502837
IBT,"HI POINT INDUSTRIES, INC.","4767 E 49TH ST, LOS ANGELES, CA 900582798",1/20/93,Lost,25,8,15,0,33.9973838,-118.1911167
IBT,"REPROCELL PULP AND PAPER, INC.","5600 S ALAMEDA ST, LOS ANGELES, CA 900583428",1/22/93,Lost,39,12,22,0,33.9914823,-118.2372528
IBT,COMARCO,"1615 MCKINLEY AVE, LA VERNE, CA 917505846",1/22/93,Won,43,19,18,0,34.0902525,-117.7844679
PAT,"TOWN AND COUNTRY GLASS, INC.","3230 E WILLOW ST, SIGNAL HILL, CA 908062386",2/5/93,Lost,12,1,2,1,33.8042486,-118.1541632
SMW,PURE AIRE CORPORATION,"8441 CANOGA AVE, CANOGA PARK, CA 913042607",2/12/93,Lost,6,0,6,0,34.2232055,-118.5981289
IATSE,"FILM BOND SERVICES, INC.","502 PAULA AVE, GLENDALE, CA 912012328",2/17/93,Won,13,5,4,0,34.1586179,-118.2906394
UFCW,DALBANI CORPORATION OF AMERICA,"2733 CARRIER AVE, LOS ANGELES, CA 900402502",2/19/93,Won,23,16,6,1,33.9932573,-118.141069
IUOE,URBAN ENGINEERING,"1801 CENTURY PARK E, LOS ANGELES, CA 900672302",2/25/93,Won,5,5,0,0,34.0621553,-118.4158259
SEIU,BURLINGTON CARE CENTER,"845 S BURLINGTON AVE, LOS ANGELES, CA 900574296",3/4/93,Lost,68,32,36,0,34.052362,-118.2755392
IBT,GOLD STAR FOODS,"2315 E 55TH ST, LOS ANGELES, CA 900583435",3/10/93,Lost,37,16,19,0,33.9933559,-118.2316788
UAW,TRUFLEX RUBBER PRODUCTS COMPANY,"1667 N MAIN ST, LOS ANGELES, CA 900121997",3/12/93,Lost,79,24,53,1,34.068031,-118.226624
IBT,"BAY AREA - LOS ANGELES EXPRESS, INC.","13901 MICA ST, SANTA FE SPRINGS, CA 906705715",3/18/93,Lost,36,12,22,0,33.8937843,-118.0353097
IBB,MOBIL OIL CORPORATION,"3700 W 190TH ST, TORRANCE, CA 905045790",3/19/93,Lost,11,0,10,0,33.8572999,-118.3372
IBT,DIAMOND COMIC DISTRIBUTORS,"9620 S LA CIENEGA BLVD, INGLEWOOD, CA 903014416",3/22/93,Lost,26,8,16,2,33.9489368,-118.3697664
IBEW,"MGF INDUSTRIES, INC.","6440 CANNING ST, LOS ANGELES, CA 900403177",3/25/93,Won,42,25,15,0,33.9850183,-118.1432631
IBT,CALIFORNIA DRY STORAGE,"6277 E SLAUSON AVE, LOS ANGELES, CA 900403011",4/2/93,Lost,109,27,78,1,33.9848623,-118.1481522
IBT,TROJAN MEAT CO.,"420 E BEACH AVE, INGLEWOOD, CA 903023104",4/8/93,Lost,7,2,4,0,33.9701654,-118.3485233
SEIU,CHILDREN'S INSTITUTE INTERNATIONAL,"711 S NEW HAMPSHIRE AVE, LOS ANGELES, CA 900051892",4/15/93,Lost,107,40,53,4,34.0592225,-118.2932597
SEIU,CHILDRENS INSTITUTE INTERNATIONAL,"711 S NEW HAMPSHIRE AVE, LOS ANGELES, CA 900051892",4/15/93,Won,127,70,39,18,34.0592225,-118.2932597
OCAW,INGERSOLL-DRESSER PUMP CO.,"15700 HERON AVE, LA MIRADA, CA 906385205",4/15/93,Won,21,16,5,0,33.8897587,-118.0256336
